Year,Trade Flow,Reporter,Partner,Commodity Code,Commodity,Qty Unit,Qty,Netweight (kg),Trade Value (US$)
2021,Export,Switzerland,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,35713071
2021,Import,"China, Macao SAR",World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,114142,114142,300978
2021,Export,Thailand,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,100176240,100176240,194398025
2021,Import,Eswatini,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,104571,104571,230133
2021,Export,Togo,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,450,450,650
2021,Import,Bermuda,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,86465,86465,339089
2021,Export,United Arab Emirates,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,76485035,76485035,139999781
2021,Import,Brunei Darussalam,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,63488,63488,257955
2021,Export,Tunisia,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,516685,516685,682168
2021,Import,Montenegro,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,58881,58881,226796
2021,Export,Turkey,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,305641453,305641453,448482149
2021,Import,Burundi,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,53926,53926,65484
2021,Export,Ukraine,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,576810,576810,1520001
2021,Import,Belize,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,53089,53089,134541
2021,Export,North Macedonia,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,203800,203800,423469
2021,Import,Andorra,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,39451,39451,113602
2021,Export,United Kingdom,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,586553620
2021,Import,Seychelles,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,36231,36231,129430
2021,Export,United Rep. of Tanzania,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,77262,77298,207800
2021,Import,Aruba,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,29718,29718,134569
2021,Export,USA,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,565534609,565534609,1777459300
2021,Import,Samoa,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,22206,22206,51194
2021,Export,Burkina Faso,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,36540,36540,82974
2021,Import,Comoros,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,18227,18227,10855
2021,Export,Uruguay,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,18463435,18463435,25270888
2021,Import,Saint Vincent and the Grenadines,World,390690,"Acrylic polymers other than poly(methyl methacrylate), in primary forms",Weight in kilograms,10036,10036,8203
2021,Export,Uzbekistan,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,679611,679611,1732781
2021,Import,Cayman Isds,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,7817,7817,19467
2021,Import,Gambia,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,2850,2850,2046
2021,Export,Zambia,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,2808795,2808795,7151218
2021,Import,Togo,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,2284,2284,28621
2021,Import,Maldives,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,1275,1275,11996
2021,Export,Grenada,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,470,470,3964
2021,Import,Sao Tome and Principe,World,390690,"Acrylic polymers other than poly(methyl methacrylate), in primary forms",Weight in kilograms,1089,1089,2273
2021,Import,Estonia,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,8752206
2021,Export,Nigeria,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,270000,270000,32782
2021,Import,Finland,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,122295249
2021,Export,Rwanda,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,2380,2380,2560
2021,Import,Jamaica,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,10574220
2021,Import,Portugal,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,100293917
2021,Export,Trinidad and Tobago,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,44895,44895,139222
2021,Import,Spain,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,397512055
2021,Export,Egypt,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",Weight in kilograms,6968153,6968153,17766438
2021,Import,Switzerland,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,132142469
2021,Import,Ukraine,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,71835032
2021,Import,United Kingdom,World,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No Quantity,0,,430332279
